Signature,Block Time,Human Time,Action,From,To,Amount,Flow,Value,Decimals,Token Address, Multiplier
3dRaSqQ2MkN2yHFZLWFicWz4bDuVH6S1d5LxkdoacyhmhLH86Vza7zHbyhdN2DbdKMNfvJPrpusrvmu74FvYMHGq,1758904961,2025-09-26T16:42:41.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,912000000000,in,181259.1,9,SOL,1.0
5U365ApBhsQ5Hnc57mDV6qfRwPYGF1dkBipQqmYJEXtUQAXejt2dabS2mm68TvigH3DZi8Fq7K3h4qGkJPA7KuJK,1758904923,2025-09-26T16:42:03.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,12349000000000,in,2454351.58,9,SOL,1.0
5JkQx7zCsMwaxa8RHQeLPvcfrvov8hVpV64xC54MKNx1bntsKw6g8yAkePSX2Sk7jjQ32xXvq7pYXJmkwsqcXmLo,1758904919,2025-09-26T16:41:59.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2770992000000,in,550731.93,9,SOL,1.0
5s29xaBGNapCMLRpgqTjr2Vupti9yxhHriczRKrE9UvqRm4sryyFDahQa56dU6Jjd3nZDkiYiDoM9yRztUbfPnG1,1758904874,2025-09-26T16:41:14.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1224999761000,in,242864.88,9,SOL,1.0
627rQJCdnwoptqzztTnhXN5gvzM5aRSmbF2nr6QMuDkYfAoUNqpPFa8HyuUGrFuNTj5mVnDp1pEGQCbE3Hqu1CUW,1758904719,2025-09-26T16:38:39.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1401990000000,in,277954.45,9,SOL,1.0
2A493sGcz1uEHZTLfC2pnsmUcnthPvpszD88g4TKezzpKkyAcGrbEmUJE2s9xemsqZFYaCwMQPEGAMYKN7bSTpxT,1758904601,2025-09-26T16:36:41.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2725992000000,in,540447.23,9,SOL,1.0
3HL8fPLZfJk3rndphJp6nUZKSPgUjy6jbq6HzvKtVZdpvMKQCJCqV3y7GbmM3D87CHpZYjW2hejK28xtcz2n2cts,1758904601,2025-09-26T16:36:41.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,13783000000000,in,2732577.41,9,SOL,1.0
4nn3ZS7rvmTCAxA5TE2SbKkSEPjHnb2KJZqGBK7frLTPyKG7TD7rzZsbavkVbmhEWPsHvHuVQx1KwJFMKjBq7J5A,1758903447,2025-09-26T16:17:27.000Z,TRANSFER,4raqd4tCEnm2yGeUocVqPgN2MPB1W6A3EZfC8LoMChvf,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,451992000000,in,89470.99,9,SOL,1.0
CH1Lw6dCg4bGA7wdxg9h7cYEFJ5d4PuCzzkovgxg9QQvwux6WxS1zn5ERndXBfk7E5Q4FFNqJreh5pXkDaccD7t,1758900541,2025-09-26T15:29:01.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3493997000000,in,685493.89,9,SOL,1.0
2DwqVHKEaKKABvEFEqacoXXSVrJSS2SrXYr86pJn26fXRbEmDZby6UFDLvYxVUbPszZV2zbhn2a1LThaJ8o3sJpM,1758896400,2025-09-26T14:20:00.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,10894000000000,in,2132821.69,9,SOL,1.0
4JGbnTA3xni36jWy4R2FN5eAVR9otVNSspwPvCuKUFRRVQTLhwyTLERTiL2wgM1ZWAq3eKnaUgF3geuwmZ8xRy3b,1758895560,2025-09-26T14:06:00.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3554992000000,in,701258.37,9,SOL,1.0
3D3Jff4xYEE8jDcG72orVtfd8yWnc8xuvF4GFFMHSJiWHyUVkJ56oEcr9TVs2yWsTRZdPWQwZaCR1ByuGdWsz3PM,1758895404,2025-09-26T14:03:24.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,5587000000000,in,1102092.63,9,SOL,1.0
41PUqj7DmpqWEknLfUwtMLxLFpDw3c4esj2zKrFsp9paZ3jRhgQ87SjbDmWKgwdWSY2fLftq4dvV35tLnChH8jSS,1758894583,2025-09-26T13:49:43.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,11713000000000,in,2295930.4,9,SOL,1.0
3wwsCABA6qGL97nZpzgvQFVCtci5iMRQthSEPVEQaiMRytjGWevQpLoYpy6tLmr5Spyr4twZYkD4x5u7EhpLDzhC,1758894400,2025-09-26T13:46:40.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3165997000000,in,623073.96,9,SOL,1.0
zBmcc4gPceVpsYVb2qwFJMG1RMy12mT6bRB797HXLB4d5te9LDHMfRckHsR8LY9zvjQat9VymzPKaW8qYzEGbS8,1758894373,2025-09-26T13:46:13.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1280999761000,in,252103.08,9,SOL,1.0
4wGmScqNjQ3JDeqJcfsRmkqD7UcAr7MY5roriAbZuGYQFxhwoxbGBd5Hkbn3ZZudgQPVypR3MqdDZN3LvK5FVBke,1758894342,2025-09-26T13:45:42.000Z,TRANSFER,9obNtb5GyUegcs3a1CbBkLuc5hEWynWfJC6gjz5uWQkE,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7291999900000,in,1435078.82,9,SOL,1.0
4ZNQz1jZweUaan551Bd7NJ2Q2FSAAbWXVyWqB7aJKbQz62fbtzoxDaPnXxTeX33bz6C4roj1PwYbG1RZHWoN5m9Q,1758893981,2025-09-26T13:39:41.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3390997000000,in,663196.95,9,SOL,1.0
3PDoTAcEYeuxpcd8H7VUbLqPYSw79HVyFzE9drKa2apvVvbgsxWRxqKU6vvCcpWMbep8PnFPFp6eHCLdYcapjtBz,1758893773,2025-09-26T13:36:13.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,17951000000000,in,3500274,9,SOL,1.0
3PicZ5mQgDymSRQjWNu7HxCrejF1anWPvhqbTQ2LrbCF2k3SwVUEmVZmgKZSzyYusAsM7vuevUKedMeSTcjnwGMV,1758893746,2025-09-26T13:35:46.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1341000000000,in,261482.23,9,SOL,1.0
2vqi5KQ9ENURwuviWt5rp4t3LgbzDvYRQGF1BXbP8pX5PEu872ijuDWvdqtukbKKWfpv8Ngaci6B3ZwCi9KWJ4Qn,1758893436,2025-09-26T13:30:36.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1186999761000,in,232134.5,9,SOL,1.0
5pzuqaDzisr3QdgbVP5vyF3qZQTrDUCJ8H5N6VhXdxCEKzxCvAn1MjdyxZx7eeSjF4R5M9RJ9G9X6JC1TD1cQsnC,1758893369,2025-09-26T13:29:29.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,833000000000,in,162904.86,9,SOL,1.0
3Ysf1aj75ZNZMoEiggkTWtYKfBQ8uQ1vSjtWfKQg4dc46Kbj339yebyeve6oLZXCSjmjh9rvmaihFyZTsGRRZDAB,1758892658,2025-09-26T13:17:38.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3593992000000,in,703826.71,9,SOL,1.0
2ngJEz7ewm9XyVs4JPrm8Z72N3SA8MMmXCwi9t9TJvFi5benDxMUsL42JZeGvc7jwNkMEvmn7zeDuEXMCCq28YFW,1758892168,2025-09-26T13:09:28.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1249999761000,in,245778.58,9,SOL,1.0
46uLEHQ63yT2wJKffNz4cVGJnwe2wxA2YmtA9Y8Uiyfj1tHjsmcFHVNsgXjnh6pyXY8WSVxLTykhfq9EvtaVy797,1758892104,2025-09-26T13:08:24.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,889000000000,in,174797.76,9,SOL,1.0
3ecDfCbj5Kw5jez6ft9EXsqhhu8YcMB1TPbPVRcLGDUArH6x39C7B184MNkob7BMahu4DGEfr9zwDrzu2iaSvnsg,1758892064,2025-09-26T13:07:44.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1431990000000,in,281562.03,9,SOL,1.0
4dSFfHoE5aGEc3u3HfMbHqjBiGAURPrHwdGDhKAcGA3KZuXt6o4V2dpt9PvDvNMcuvFQTxiVZ55ChZkUUAP59Q4V,1758891700,2025-09-26T13:01:40.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1454990000000,in,286501.94,9,SOL,1.0
uhGUQRBoEJcBKjr9PyGZCfvFi5KSvfkD9yyFnHGPLjxpme5jw1WVUuKih2PGuLcSHTEPSzRUbkFGvoUjbZeFSa9,1758891639,2025-09-26T13:00:39.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,10830000000000,in,2123460.06,9,SOL,1.0
2B4P8a7r7ejzhbzDpWCPAXNLwQeRgBZZo4j89iySZE7HzB9V6rB6BmPKKFiwdWJCMxQfg5V8zQ4BDEEMUvdPrk44,1758891583,2025-09-26T12:59:43.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,889000000000,in,174308.03,9,SOL,1.0
2MyFzh2p4SdFBJyaUFTDZyQTV8EN4UaUMzEqEYnw3cZktiytS7N6Y8rYWaBAGqnqXKvL8mPMSdd5EJFrbhfXo1nB,1758891488,2025-09-26T12:58:08.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2845997000000,in,558020.4,9,SOL,1.0
pFfzsAPjkGyeEDT53o7HRsuDLjsbtro5ENp3uix62D8TMBqiRdNbsk8P5Vz1Q2HNXkzUmayMf4Xtba62SbQfqXV,1758891345,2025-09-26T12:55:45.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1182999761000,in,233302.42,9,SOL,1.0
56hjaLHpLjCvZQFqhgfafPbMEkwhzEc3Jh6NEKQSswspg4BKLzBF74apTNxf1sZ7r6Swb9ccVi265isdQG38XK4q,1758890320,2025-09-26T12:38:40.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,17721000000000,in,3476888.75,9,SOL,1.0
4CQEkuSKTANDTLBtUuWu9TakajboEEMkVY6QZ9kE4r2WWBgH1qV2mgyLDSqYT6QUobUGkjtR7WwCYHHUC8tzWNkX,1758890062,2025-09-26T12:34:22.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,39721000000000,in,7716220.91,9,SOL,1.0
2HtpkJDc84HsdRpYBstRogJevmxmW5jbqZFxkt7XPoFARhDm9CuBGrFVcC5Frey11TdsMEyCGotXv6ieXob2Avs3,1758890053,2025-09-26T12:34:13.000Z,TRANSFER,FxteHmLwG9nk1eL4pjNve3Eub2goGkkz6g6TbvdmW46a,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1839000000000,in,357245.04,9,SOL,1.0
4LEGhjyybjCtMHBLuMTSvUY8y8yTjyE4CF86VDxYjtz95XaL5trgVsM2F33jaqfe2tvjEDVYvHsziLdE8PXyrPTg,1758889887,2025-09-26T12:31:27.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,15716000000000,in,3052997.86,9,SOL,1.0
3nyNUUbecWNGcuXfN5k4PEa4kE5XN7VDpf12H2F4vHxehGE7pLVyAQnu7wgQHzW1QqPtVKPGY1AFkGJMHhDiw1xG,1758888247,2025-09-26T12:04:07.000Z,TRANSFER,2UL8hbNaoErAYNePqgQYPP9yDCDRZGWbzKW4krLqkhNL,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,869000000000,in,168033.89,9,SOL,1.0
5yS4hkSkukejSnDrA1qh9LsKjZdhoWNDFYrJv1BG63bQyqt59Y1d4M4wyDv4oCFfTDtmJLaxHGeXVMS3v8nxt9r2,1758887704,2025-09-26T11:55:04.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,10794000000000,in,2086561.69,9,SOL,1.0
2bEsmhN5QUb1xgvfFXdfuAJ2i7RDUUXUSo1xY2bv44Cs9Hnp7QJyRbUVZv7mvkfarJft4Gfd5nFTWxdfg5RWpoTC,1758887390,2025-09-26T11:49:50.000Z,TRANSFER,FxteHmLwG9nk1eL4pjNve3Eub2goGkkz6g6TbvdmW46a,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1102000000000,in,212603.27,9,SOL,1.0
Kpdca9sF5zW7mFaRAecH9pi5ieZdF6RGeoSaiQxQaBLa5WTznexRC4WUSNuaX5giE9kvqPxGRTD1Mfu6fskWfPw,1758886383,2025-09-26T11:33:03.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,15073000000000,in,2891325.86,9,SOL,1.0
4qcgVo8rFZRPonDG5xxMVNifP8dcWZJrhBfh8GD38YLKhnibejNXHPHajbaMauaSjqbcGiE3Tma1uWNq9yjpnM5P,1758886026,2025-09-26T11:27:06.000Z,TRANSFER,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7276999900000,in,1392671.83,9,SOL,1.0
4nzMBTB35zuH4AwYScEhzaq1z1WQo9Yb4FFxUSRDAmZ6bhjGkvzruK9JiUXXQewaFe4TwxrSTMvkTcC8FbHfdauc,1758885614,2025-09-26T11:20:14.000Z,TRANSFER,9D8xSHWqF9NJWqCtn3rNxYEox63aCbWxYzTMfMur7Cc9,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2180000000000,in,416599.19,9,SOL,1.0
HYoNJme6LMiZEsvjj8gonCS3DRFqMNwmjWkrL61JmNuDgUBdJRGEvMxH4UWkxStT3dXLe19DFQmSHq4Q5W7dW2K,1758885561,2025-09-26T11:19:21.000Z,TRANSFER,FpwQQhQQoEaVu3WU2qZMfF1hx48YyfwsLoRgXG83E99Q,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7628999900000,in,1457906.03,9,SOL,1.0
22969jdXonPEJTt1BoPGELkpJanLzAuZYwUguME8Sx9WpHHora9kJxMUBd7u1EMEuYYa7M7dobG1kMbDbXJenZJq,1758885267,2025-09-26T11:14:27.000Z,TRANSFER,FpwQQhQQoEaVu3WU2qZMfF1hx48YyfwsLoRgXG83E99Q,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,8451999900000,in,1615474.97,9,SOL,1.0
6tJA3uCBJqaZ85qLa9mby8Giwu8ALByWZJfQWEV2YrKHB6PnSnEykXGSZLvisMwTs9cTGkrYSjbV8UEDzYKbhUw,1758885067,2025-09-26T11:11:07.000Z,TRANSFER,GCRJD52pGwcCSs4oswYxTBCPatxY1P6WpxCC9R9zty6r,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7489999900000,in,1438193.58,9,SOL,1.0
2LctGTzMcJFP3rWB3TZbn2idCngvgykrTT9zSDWoYnEechvEDiSNdHS7azRY6u7xoBG1Mk4k81TiKbjyVNje3SVK,1758884916,2025-09-26T11:08:36.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,12490000000000,in,2398269.43,9,SOL,1.0
47qQFrsz1jvG3tsYy7skCimF6sZZHfMBH51UxnZkyVLuVZHUHkkJyRCoduBQ9eihD43HkjsZqSUrJ1ipJHXNUM7P,1758884787,2025-09-26T11:06:27.000Z,TRANSFER,FxteHmLwG9nk1eL4pjNve3Eub2goGkkz6g6TbvdmW46a,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1130000000000,in,217102.58,9,SOL,1.0
Ut9vXc22R4GXchSASdj4CfNSQfwVbhKvxgTaUMeG5KQ3H8uk3FdciSkfsyt5Y65wxGnBKPmU9T82VyWW4M3yfY6,1758884455,2025-09-26T11:00:55.000Z,TRANSFER,FpwQQhQQoEaVu3WU2qZMfF1hx48YyfwsLoRgXG83E99Q,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7328999900000,in,1409702.06,9,SOL,1.0
2n2pfnUUKhGjBvrq7hu7dVFuiLijVLD5Vbzo7MqKxVNZX9Tzh92wZDBP6vZ19HFuDBJTg65iWxuxHJXSHxzRW55k,1758883950,2025-09-26T10:52:30.000Z,TRANSFER,D89hHJT5Aqyx1trP6EnGY9jJUB3whgnq3aUvvCqedvzf,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7475999900000,in,1436898.21,9,SOL,1.0
39gj9yaqitbbNhPcBcr8imrHYMSBrp6job2csvPZwDy9tqgidfR4xP7XJG5cvLJxzAA1Dfp1G2DmfneaztkJRVPp,1758883693,2025-09-26T10:48:13.000Z,TRANSFER,GJRs4FwHtemZ5ZE9x3FNvJ8TMwitKTh21yxdRPqn7npE,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7449999900000,in,1433016.76,9,SOL,1.0
3DVZGk2euSCSJsorJvQbMGmPqrsHJfeE5YkaKQ24UfochiLxHnVFewqWkgwLmXYbDvtVqBucuothkrNAjUdyCndS,1758883467,2025-09-26T10:44:27.000Z,TRANSFER,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7284999900000,in,1404554.42,9,SOL,1.0
5hfcTwYDKdk74pN4a7bKWBcTVoRJZpLPkh5oTNBd6tKSramC4AYjuSp4HJHXAjxCLjuXfuZgT3oKkvgqqSyjYiaR,1758882854,2025-09-26T10:34:14.000Z,TRANSFER,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7590999900000,in,1461861.32,9,SOL,1.0
3xLmbrVTg3KJJNBG8f4KvcTwAmpfDU7uxkgZpd7mFESbMNTBeBrU11rJq25gv8aNabNpgx58wU1eDrUaoboRCQiH,1758882484,2025-09-26T10:28:04.000Z,TRANSFER,2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7296999900000,in,1404189.51,9,SOL,1.0
2RhoVJaQ8ij5FLHQnj6YJK6tYM59wtvTBYNLrq9QDCoHhR5iCremk5oHVADLfYP2Bhy3Ge1Qc8uD4yP43Eom7SX2,1758882105,2025-09-26T10:21:45.000Z,TRANSFER,FpwQQhQQoEaVu3WU2qZMfF1hx48YyfwsLoRgXG83E99Q,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2389999900000,in,460529.78,9,SOL,1.0
58keykJEwYMTy5bphAnGGZKmTzcumDrcsdbA6TuxLmCZPHQe3kaoMXebYFTPLhVoGeac32VzzX3d3WJtk4Jqz6w,1758881932,2025-09-26T10:18:52.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,22067000000000,in,4252096.72,9,SOL,1.0
51ZxZuzyuN9Jr6CLtNEkKM49kAW8PBfNRVbhpkknMmZAnRdY76yYbrQGxdgJNzevTjBSSXG3LrFvrW7M8185chHk,1758881558,2025-09-26T10:12:38.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1287999761000,in,248431.54,9,SOL,1.0
Rk2KZnKTJHsv8Qq4gJDoouEFq5cjJZh6dLWsGoDZEDFZVPLWPnuypR7uDZHqaDGjzLPf6zjrHqiUb8CuPEpEDjx,1758879603,2025-09-26T09:40:03.000Z,TRANSFER,9D8xSHWqF9NJWqCtn3rNxYEox63aCbWxYzTMfMur7Cc9,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2333000000000,in,455437.5,9,SOL,1.0
4gjew9G6rLukTvH3g7utZKBK4PC4qyyyikUn83X4RLg7DhYR4X3TogLDj6htRKEewpoyiThU27W6Vayxzp1QqQWC,1758879427,2025-09-26T09:37:07.000Z,TRANSFER,2UL8hbNaoErAYNePqgQYPP9yDCDRZGWbzKW4krLqkhNL,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,885000000000,in,172765.62,9,SOL,1.0
zpQa7RLgwzs54FdnRVfSiSPLqCiQD5wzL4eL1wC5cGxx58ThPbBLDXm9myZ49tiKfPiQrR2v7z2u21gr1M6Ca75,1758879114,2025-09-26T09:31:54.000Z,TRANSFER,AafGzY9eiC5Ud3YFZQwkaKApp48cVBAT2kksGvEjhUvH,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,23914999900000,in,4678938.61,9,SOL,1.0
WtnSLW5pUYJAzS2MM6Sb3mW6nYdhp4V8UxHSSBg4C9KxT2FBkbiseMirq3vCiNBMePivkZrir747ZtEUQhcUDfS,1758879109,2025-09-26T09:31:49.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,915000000000,in,179018.56,9,SOL,1.0
52MSDdJCdsF3g4fvALVPn1cnyYhkdtBCzs8nw7we1iQ326gDgLZLppXLBzN9eHPVjXfUoSWp5kjcysYnR1fonnh1,1758878910,2025-09-26T09:28:30.000Z,TRANSFER,FpwQQhQQoEaVu3WU2qZMfF1hx48YyfwsLoRgXG83E99Q,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7121999900000,in,1393925.01,9,SOL,1.0
2ycoZMx2iNwEYenHmiMmJbgvGw5wTb3kzGhdKhDy4Umd1zurXjJCwYPrVRs856pjTGYN4sSnoU1q96RpMcraq9E8,1758878443,2025-09-26T09:20:43.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,15298000000000,in,2998772.01,9,SOL,1.0
e8Y3kL1VRq95GhnZCrSbT7HLsVGEqaP4cXLZ2ZYbhjZMe9SA4qwkfdknq4BQ94Y9PEAGtuYEDzctJVX4UetVEda,1758878417,2025-09-26T09:20:17.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,4679000000000,in,918950.55,9,SOL,1.0
AscVhJBKmD6pqYHYhcvTLP4E1ubQuY3XThS2xEHuw3PUs5x4Z7Rv2Jm1757vbVpFGQaQyTHv8gxoDPgE9ncD6jX,1758877546,2025-09-26T09:05:46.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,890000000000,in,174618.83,9,SOL,1.0
3iGviCd793yudssv2QzLmLpFJncAAuESNLXgtCPvm7XTee63dV26B54EHcq9XPw8nntNouCJGmQgNNYBTxnWvjYd,1758876814,2025-09-26T08:53:34.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,888000000000,in,174089.47,9,SOL,1.0
