Signature,Block Time,Human Time,Action,From,To,Amount,Flow,Value,Decimals,Token Address, Multiplier
4n1GEc8k9VLYTxU8SYTdSRLubMnokE5asuzpWdcYVGv2ynQ2iq6m6CrcRF1ypQvjS2Zd7zHtRdHUejVqS5HuFTBd,1758771341,2025-09-25T03:35:41.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1204999761000,in,248599.8,9,SOL,1.0
3xYMAPNfRZXuCPHyHdikPF35cPoWdFEAvBsJfFCFpRysBQGw132gyCodx3uusLRPAVZdgn8iCW83M2XDRfmLJ8FC,1758770920,2025-09-25T03:28:40.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1417990000000,in,294345.97,9,SOL,1.0
4SPdquQeFmBPCMfQP3HhP373FEwQmm3YVaGvXDH8cCX43ygueBrcQnedraFjXzpJtG1mj47WnQBis4pGFcGBXLqK,1758770860,2025-09-25T03:27:40.000Z,TRANSFER,fr6yQkDmWy6R6pecbUsxXaw6EvRJznZ2HsK5frQgud8,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,263000000000,in,54593.47,9,SOL,1.0
3jHJciffYvR4XNmz1BmZYETAWUHBER5GW4H2xjEugHRZheEGjnXKtMh1hGj9NDY8xMH4LuQAErpkp8Qa4fjzfmPY,1758770761,2025-09-25T03:26:01.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,761000000000,in,158511.15,9,SOL,1.0
3psEYqpoxqtZsceGisCbFecK92LHmt928viaz1STQWqE1QwxAX9JBgaZgDtytWQbePjgZ93G32LR7NDTrHFUgMmx,1758770377,2025-09-25T03:19:37.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1171999761000,in,245105.74,9,SOL,1.0
3WFjHME5U8NnnxEwk8D9MdDWX9PSUcLJ1QRzRm93eML3BDHUtDHgqQpjRWFmX1JV3HD31wdYimMhSxJxTBJM2pJC,1758770201,2025-09-25T03:16:41.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1360990000000,in,284630.14,9,SOL,1.0
5EvL1FDEJUPoak7ivEXo8SU8w1T8XPSCqryUZbhAu98dfq8aCDCahTY82h3fp6RFsnxDT4x45zboSxtKXnp42WTX,1758770201,2025-09-25T03:16:41.000Z,TRANSFER,9D8xSHWqF9NJWqCtn3rNxYEox63aCbWxYzTMfMur7Cc9,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2206000000000,in,461351,9,SOL,1.0
46XsJzs9T3qwGuCbd2Kt9Qy9ZtZp2ydZsPTPmBgWQM5bQAmVLqazhnP5xXTL1VTZQtGMqTm5uGK9d4s6qgKKKeuT,1758769331,2025-09-25T03:02:11.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1337990000000,in,280927.07,9,SOL,1.0
3ZR4Yhh2jjsryeNx3cifQ54cwXkiNuCUJzvwmxV3AXqJywqiCNZbzNp4mMn7HmAnL9dK3uaZb5EBiNMJ8SXoNreM,1758768638,2025-09-25T02:50:38.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1156999761000,in,243053.16,9,SOL,1.0
2dr2achbLxQTjDzVy7ComvR8HrxazGQn6nUysXCcrmBFViwka2FqxvYjgynGwYMwAXzCAa8tAiXCE8Jaaz1DWHHW,1758768524,2025-09-25T02:48:44.000Z,TRANSFER,5g7yNHyGLJ7fiQ9SN9mf47opDnMjc585kqXWt6d7aBWs,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,6662999900000,in,1399709.16,9,SOL,1.0
57LQMzxJi9FeybS1Jn8qsZssDysyJmoY2uVa3BcQVVk4v1t1ACAYQi9Y2hvnZr9hQFHkMERAgoEtVZXR5LftufSx,1758768071,2025-09-25T02:41:11.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3306992000000,in,696692.19,9,SOL,1.0
3J1FiznAviZqkjMctXZhL4FKrQCh8z9bRTy92ranYUe7MmLR6n4BSr891DfdxSVfFxW6rxQ8RzokDqytwrbBQ1i5,1758767595,2025-09-25T02:33:15.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,12312000000000,in,2569455.54,9,SOL,1.0
31nnHhfn5RWerLqQRiUWy2DJuE9wqqLCZN7gbMBn3nNWfcaKkeSLVQrS5uRrsaQ5xNvnSeNScxQHqJvqXyHu7Xon,1758767043,2025-09-25T02:24:03.000Z,TRANSFER,D89hHJT5Aqyx1trP6EnGY9jJUB3whgnq3aUvvCqedvzf,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,7159999900000,in,1485460.54,9,SOL,1.0
EiAHMSQ2cEuESzhkg4QxD18QDVCbSy5nKbwoJisHc6dDTQp6P1MrZazBCeW3e4xEfpERRxtizZm7FkBi8A6viX6,1758766915,2025-09-25T02:21:55.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3354992000000,in,696048.65,9,SOL,1.0
35EsEyKr3LF1nrW1C3XVX3qReEMYz47m4QhKN4Y7f7xhWUr4SdxBzaJoQ2dqdn53ZBRep1L1Xzrm3cfqHJPrd2Ps,1758766531,2025-09-25T02:15:31.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3368992000000,in,704304.44,9,SOL,1.0
555bnRFPXmpCzmPH7urWGoQsshu89U1JEYc1RMW6w7N66vQz1rGnW1jVDULaQTwv5bPmiPufbNE2QK3TjU1UrQ3y,1758766049,2025-09-25T02:07:29.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3387992000000,in,708806.73,9,SOL,1.0
42cbeH3gFXjNEirK2ZHv12P137gpF2MWrmxNLwxiMn3udTVKK6tJ2C1DWNn8nsyBuFk3YjDpBWd1334SWu5271Y1,1758765476,2025-09-25T01:57:56.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3358992000000,in,699612.6,9,SOL,1.0
4enWYqnKfk3yHR1hpcsxH5McLv1kZcDXcocKWvHjazmRYiF8D97SKRFh2Y9mfYPR5n6yx7VztUrq9NNUJD1E6RRa,1758764890,2025-09-25T01:48:10.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3952992000000,in,825815.45,9,SOL,1.0
3mwyH9Fg2ATjAG3B4JeEjfbrcG68XyrNgCYifp3EciCpt921aN2dyQrriTZBs9i96qMKAbNeRqwAdVYMJcB6oTVE,1758764666,2025-09-25T01:44:26.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,835000000000,in,175334.79,9,SOL,1.0
414tGRfrzeHLkA13bnsx4ivWDFLFxd3W59vb5vV9YjVmEFYwUHCW7jEGV9a1vxfbhALUT1bWugf9UiHLE8GaxTcg,1758764660,2025-09-25T01:44:20.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3309992000000,in,695038.03,9,SOL,1.0
4FtyiU2JtV6EyWZ1UfKtdSCv7bSeSE6HSQakocw6EgM5obwYUJ4DVzFEprFEVsRC35ffasHArsm5usRFAeHwd2r6,1758764638,2025-09-25T01:43:58.000Z,TRANSFER,fr6yQkDmWy6R6pecbUsxXaw6EvRJznZ2HsK5frQgud8,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,252000000000,in,52915.41,9,SOL,1.0
2u1WULJFx8iUpj5zwazCNBfysFp5pibVpDCndi7LAG45UJbE3G3JKYDdJMv6yQP1kgv3CkiZrLC72bgtHrxauM2o,1758763934,2025-09-25T01:32:14.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1174999761000,in,247286.25,9,SOL,1.0
uVMdEsF7ZNnoxS3BSmK2THv9iu1cADfhKNJnXaaVJ5Fc85QrXAK3JnwtceTWDDUqhdjZJ4TFtsv4fiytH4tdy9c,1758763650,2025-09-25T01:27:30.000Z,TRANSFER,43DbAvKxhXh1oSxkJSqGosNw3HpBnmsWiak6tB5wpecN,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2284997200000,in,481653.73,9,SOL,1.0
2rc38xaod4Zyro4qYaakKpU1WvNCvmXR5wFNzPouaY5EWzpzXDULLZAnUA2h4D1XHhD2xKUFBMLHFbKeXCGsqi7f,1758763059,2025-09-25T01:17:39.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2447990000000,in,515666.49,9,SOL,1.0
37bmTp1Utu8RYaGWw5HCNJNp3ygEdSFBJupy5XjEfWQ8dmmrRQy1uDa9FLnJtAvdWa5oTheK54BVBS6NHRx9iT5i,1758762574,2025-09-25T01:09:34.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1194999761000,in,251966.22,9,SOL,1.0
5T2TfpwcL437gku9uGQTkVf85B3W3dQWF6KWkNkuP4etG7Cw2y9u2xrnCcgVyvyw8r4xgxbifeCiQXGxyMQPw8Sn,1758762264,2025-09-25T01:04:24.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,844000000000,in,177701.43,9,SOL,1.0
3qfyinVzagG1RruMP6yi7w6t9DQoZKM3hxfgiQC5K6mBAefm1uaKRGvHt1DA2fn92wwsqibiwSeNrpx6bo2xTKDe,1758761029,2025-09-25T00:43:49.000Z,TRANSFER,9D8xSHWqF9NJWqCtn3rNxYEox63aCbWxYzTMfMur7Cc9,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2205000000000,in,465891.26,9,SOL,1.0
58o3BLhMHXeCucDYUpGnquMEgRzriSozkhd58RfsGbN21oLgd8hGuDXEW6a8ojMk8EGpKYYVFQhxNpHpoc2eQfBf,1758760980,2025-09-25T00:43:00.000Z,TRANSFER,fr6yQkDmWy6R6pecbUsxXaw6EvRJznZ2HsK5frQgud8,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,264000000000,in,55780.18,9,SOL,1.0
4Bodhf2LKg5Qac3ewGAHk9Z5c1i6qj5kZW2C24wftgxHVfituv62UPKRcCG1Myn2CCSgk3KngWTSubvVDE4vEzRV,1758752037,2025-09-24T22:13:57.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3307992000000,in,700019.73,9,SOL,1.0
5xDTeSgmWXpbbNE88BPZt64gn9shiN2f5JtMceSJWpMUj4BdaTFnFXWEfZEvNFwzfPKUMzAGozEmstMBgCUNHzvD,1758751863,2025-09-24T22:11:03.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,825000000000,in,174606.68,9,SOL,1.0
4fCDRdSabjaDZRPMeePDhQg9EQBfacEgiFfi1UcHn7Rwq33gqsjHP8isYYnC9MrtFzDLAUAxBnVq8Q3Qd32cfEJM,1758751208,2025-09-24T22:00:08.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1290999761000,in,273795.12,9,SOL,1.0
2cyPv16YwQy6cgVA2KAUGUmnW3Hdg6yaxxtJaQgy7stb6j3UMFJ4W3wzmZ7BqSNWikYtNXRu8qf6ep9H7nNbHQbN,1758750400,2025-09-24T21:46:40.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1320990000000,in,279744.04,9,SOL,1.0
24sYWNwewJbEZTv6Dx79fdYbz8yGg9HHSue4dh88sCV2nxQJrrvcax8QA4vWn7sfjDrRCTuXvfAVAciM7YquuPfq,1758750281,2025-09-24T21:44:41.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3338992000000,in,707916.04,9,SOL,1.0
4KgdnukWwZ1ZBkBwrbFJCsVa5nzjEz5CiuvBFxWjHycWECtiWyvdPo5LTVvukNtAMEm2Y2k1cYgiNu11pjnfS1fB,1758750253,2025-09-24T21:44:13.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,820000000000,in,173852.21,9,SOL,1.0
24VT7BNX1Ts3qCWgyXhY9Hya81zxFeKBJ978v9fPGZtpNtYXm71EGTeYSr42JH1jLGd5RHxTQqbSHQXhHMb4c2m4,1758748327,2025-09-24T21:12:07.000Z,TRANSFER,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,11875000000000,in,2522204.64,9,SOL,1.0
4awnrFLbmPq4fqAdwGHp2ufEGFXZHLkprzatd48FxKn5XoQ78aRf8U1zoykQxiJiAg7L9Jr1bwmXXPWkMfnxTBx3,1758747463,2025-09-24T20:57:43.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,21531000000000,in,4575172.95,9,SOL,1.0
nZtmKuRz8HtViKrKjFVr12KsKSUNpV1TfQZ31tuVdqbF2KjVz5693bLjS1cwjo1sTRCUcBR5MDp77jn6aEFfer7,1758746565,2025-09-24T20:42:45.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1148999761000,in,242646.07,9,SOL,1.0
3VkSj74qH2VpGBfqUbpfmeQnrNEJcA7u6JBU6rV2o3gXjYrQCwVEB1Tp2SUV5DUizCneNJcWKostu3owkmSY6TC7,1758746548,2025-09-24T20:42:28.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,892000000000,in,188372.79,9,SOL,1.0
4VUm89wv7HzJH9C2JcZ5pptu8uawUCjyP1RayKgbhMgE7aYL3uNDZmncPcRnUDd6xk5kpDBmcFvEUQuW22F1eZ6X,1758746467,2025-09-24T20:41:07.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1360990000000,in,287414.22,9,SOL,1.0
512NxUk6c8TKtFbsWWugx8SXZi5F5bhxHCtpo4V2MCCLJuujCgPxFyJis4wp1wNp5wRMCrJ8w3h6GEiT5Zj1mdkP,1758746102,2025-09-24T20:35:02.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3345992000000,in,709614.79,9,SOL,1.0
yjman1AM6NGejn4x9vsGaaaUTutEiTRjTzjbPK4ek4VNgKMmupZbEPaaBcQrRs1QKViXZWQVTzDdGTzgwMmy6wL,1758745962,2025-09-24T20:32:42.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1455990000000,in,308784.97,9,SOL,1.0
2gsF2LgGMUhWzJZojhULpARJHeghDjKmW4VhLMZDT6sE2rKDMpAusspgKQ5RiHWL2vH6tEQDweysQRSYsBXydcb,1758745630,2025-09-24T20:27:10.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,825000000000,in,175702,9,SOL,1.0
22X1UDkz7xq1MruqcJCCNUo9TwRN1X7rX2GGzjTP7JMb7YWEQznN38hGgKt4MWosv7pie73QV1u8nFYDFN9z6fTy,1758745183,2025-09-24T20:19:43.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1158999761000,in,246613.1,9,SOL,1.0
5e8Uyso8wyA7vcB1tCMrkLLWU5FZNg9HGr7bbCTKdhnMoZahgiv25LwfGx6XMd5ZZzubWqzdkKWLM9qT9e4gF685,1758744609,2025-09-24T20:10:09.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,17279000000000,in,3677396.52,9,SOL,1.0
2YrvCeaxfdHdvMfCjd8bjZiQEr7NTRZWcaLFDrUHhqgRxMZVgupzsbfxzf7n4ubdR3SZfXDFsXbZpqmxcehAj1AQ,1758744578,2025-09-24T20:09:38.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1304990000000,in,277733.99,9,SOL,1.0
5naKhXatBTusKntbLR6jEWLy1R3h1wi4HJsUi4UPGcc8WzbdeP9gskDJYHfoSrTEyBK2AKXqtdV1n6KCjmsLCtMe,1758744362,2025-09-24T20:06:02.000Z,TRANSFER,9D8xSHWqF9NJWqCtn3rNxYEox63aCbWxYzTMfMur7Cc9,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,2158000000000,in,459705.95,9,SOL,1.0
4QtKr8ggmDXBACQAGXByxpmGmMqQoyXWnFw51zpAcJNqd5wW1MUm18X5YoJ2YoFpQ448YB38DammN7aN444s5biG,1758744234,2025-09-24T20:03:54.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,819000000000,in,174466.72,9,SOL,1.0
4EgSBk1eqtw4moJzxLwitysgQx4obs49dWxWzM5YWEYssLNSn3f37h2yRmErqMLgjrAXAHpxhPdo9NEGhaCGipJP,1758743933,2025-09-24T19:58:53.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3321992000000,in,709800.67,9,SOL,1.0
4GdkkmrEkjwVe2sqYWZ7RYCanALFunFsoXct5juDL4xLM9kCq77fYGHuyhF5GeiHfDSBzmodQhiW5w8FaSEa3LPR,1758743918,2025-09-24T19:58:38.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1334990000000,in,285243.55,9,SOL,1.0
4mUea3ywDD569WJ3GLThkDdUWcYBpKp5WQmNbN4bUP4KNtoYzuh31kkp4iEA3zHw7Lv8EjEBHq4MHom2AZrJsawk,1758743757,2025-09-24T19:55:57.000Z,TRANSFER,2UL8hbNaoErAYNePqgQYPP9yDCDRZGWbzKW4krLqkhNL,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,620000000000,in,132094.02,9,SOL,1.0
5Wn446zHCHSiDw3vM3HxVEL7qjJEsBVVE7w7uwDZDfTNGkawBM4snWhuhtDZBs2ofXiDFMSLfK4ZdHZof3gFzHrC,1758743688,2025-09-24T19:54:48.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1149999761000,in,245013.05,9,SOL,1.0
6KKVkYKbT1nfxWNp7592vHFpcCYaRc1ysdfsypJhCeLPEwTmkB7KAqwR8HFLUvXPHfWPZUtjs2oaZV2foSMLGom,1758743254,2025-09-24T19:47:34.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3282992000000,in,698123.63,9,SOL,1.0
4gE74U3CcLiS3GTDCnxmsX3Jot2GwvdGfeQKprU5oZ9JsM2FotNRDNWBUr5m3KdM458CjRtYRYXz9bJBnsifW8iw,1758743023,2025-09-24T19:43:43.000Z,TRANSFER,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1310990000000,in,279234.53,9,SOL,1.0
2UvAQN24x8CyjuSwqrv16mbm4QnGMUvoRLFxA5vDgDwfw1v8draHhW9yUJPiHcYWKiNfCqWTo71aD5oUSPesPNVC,1758742643,2025-09-24T19:37:23.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,830000000000,in,176673.85,9,SOL,1.0
PULspypHSRDiSvmiLz9cgAo9QkyHFHU4C1rnW3Tqfvv2keKVvmSrdd6NdQ2CnTaNfdoNK4naFgksWb6W99wddR7,1758742215,2025-09-24T19:30:15.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1146999761000,in,245185.26,9,SOL,1.0
3ZXTpwQbReXVCvg6Mg6LkqiQPfGCXsEGfcntPaTtp6dnd66DXcLXHji35e6KVXAYYygzyco3hiqbGnuEjvhs71HH,1758739857,2025-09-24T18:50:57.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3251992000000,in,695581.89,9,SOL,1.0
4p1rUampLY3zURbNSpN4poRxNrTx54bRcjjAftuEr7uSQeWzFf3yGPTDao2z9UsCqv77W7F37QKdxj4sSZL4ERv8,1758738460,2025-09-24T18:27:40.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1141999761000,in,244380.3,9,SOL,1.0
4fduJGjkyfLfRczMtrkdkc6WtRPzeTPzgWD6JYMfKF8ReUwPYCz57jMQhUUivhwthCRhdHYYy3gFXNmtDzyvVebi,1758738400,2025-09-24T18:26:40.000Z,TRANSFER,FxteHmLwG9nk1eL4pjNve3Eub2goGkkz6g6TbvdmW46a,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,977000000000,in,209071.46,9,SOL,1.0
9pCRdLLarNo4XCAYf5JbnYWedWP4sJPUrfCJt4jLWpY7DoPGhyaL9PHo3KikX1AT45YfH8GL14cJ3eNamzpRm9w,1758738217,2025-09-24T18:23:37.000Z,TRANSFER,3bwCjRXv4LASkv7DbLRJi7fDXgRRfEZhEstDVoZsjEHR,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,821000000000,in,175451.99,9,SOL,1.0
iZ23YdbdPuZFB6Xeb6krtXHsnqEP65wt5kTv1BQYGUWhHNvUBGSvWP8otjs9Mpg5mfzezcan1f4SaWvLVg4oHVi,1758738166,2025-09-24T18:22:46.000Z,TRANSFER,5rcgDJC4JaXbotgpYMi2sQSNMG7qsd9KR7SCLtnMz2z1,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,706900000000,in,151068.23,9,SOL,1.0
5YigzVTyAX6r3jc4DzxjoRFuM7v96bY5YjK3kXFpDipikTacbZGMTnztjVuxmsSCj9z2whcTkG4NjG6UnXJpYK5x,1758737797,2025-09-24T18:16:37.000Z,TRANSFER,iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,3328992000000,in,712766.11,9,SOL,1.0
392oCZQG5bZH8YvcrPGpvegCZrZQ9XEiaApzCfYcHFdjRepipNJEjq6681NHEDZYxcM5EgLc2JcUFFJ3c7FkSS6G,1758737784,2025-09-24T18:16:24.000Z,TRANSFER,44P5Ct5JkPz76Rs2K6juC65zXMpFRDrHatxcASJ4Dyra,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,16765000000000,in,3589532.17,9,SOL,1.0
4rJJros2v8fSB2NBSY3RqHorwJPxZeArAPxKkUZ9jS2FySUMjBDb8XXH7vP95X7xKXfZRZyv4Fw6nMJgb3ufQiM,1758737475,2025-09-24T18:11:15.000Z,TRANSFER,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,3ADzk5YDP9sgorvPSs9YPxigJiSqhgddpwHwwPwmEFib,1129999761000,in,242453.16,9,SOL,1.0
